	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP101161.1_CP101161.1_143	CP101161.1	CP101161.1	143	137068	137847	-1	C	K07052	CAAX protease family protein	MER0939058	M79	MER0939058 - family M79 unassigned peptidases (Natrialba asiatica) [M79.UPW]#M79#{peptidase unit: 159-326}~source M0ALM7~	False	0.554	180.0	4.847e-49	Type II CAAX prenyl endopeptidase Rce1-like [PF02517.19]					0
CP101161.1_CP101161.1_144	CP101161.1	CP101161.1	144	137847	139898	-1	C	K04076	ATP-dependent Lon protease [EC:3.4.21.53]	MER0129745	S16	MER0129745 - PF0467 ({Pyrococcus furiosus}) (Halorhabdus utahensis) [S16.A11]#S16#{peptidase unit: 436-697}~source GEBA2500588186~	True	0.82	444.0	3.375e-133	Lon protease (S16) C-terminal proteolytic domain [PF05362.16]; Magnesium chelatase, subunit ChlI [PF01078.24]; Archaeal LonB, AAA+ ATPase LID domain [PF20436.1]; Sigma-54 interaction domain [PF00158.29]; Subunit ChlI of Mg-chelatase [PF13541.9]; LonB-like, AAA domain [PF13654.9]					0
CP101161.1_CP101161.1_145	CP101161.1	CP101161.1	145	140079	140612	1	C	K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]								Cytidylyltransferase-like [PF01467.29]					0
CP101161.1_CP101161.1_146	CP101161.1	CP101161.1	146	140612	141364	1	C	K22205	S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.2.3]								SAM hydroxide adenosyltransferase N-terminal domain [PF01887.19]; SAM hydroxide adenosyltransferase C-terminal domain [PF20257.1]					0
CP101161.1_CP101161.1_147	CP101161.1	CP101161.1	147	141366	141776	-1	E															0
CP101161.1_CP101161.1_148	CP101161.1	CP101161.1	148	141776	143107	-1	D										Amino acid permease [PF13520.9]; Amino acid permease [PF00324.24]					0
CP101161.1_CP101161.1_149	CP101161.1	CP101161.1	149	143205	143984	-1	C	K03787	5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]								Survival protein SurE [PF01975.20]					0
CP101161.1_CP101161.1_150	CP101161.1	CP101161.1	150	144022	144249	-1	E															0
CP101161.1_CP101161.1_151	CP101161.1	CP101161.1	151	144371	145915	-1	C	K22447	archaeal chaperonin								TCP-1/cpn60 chaperonin family [PF00118.27]					0
CP101161.1_CP101161.1_152	CP101161.1	CP101161.1	152	146116	146904	1	D										Amidohydrolase [PF04909.17]					0
CP101161.1_CP101161.1_153	CP101161.1	CP101161.1	153	146901	147824	-1	D										Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF10111.12]					0
CP101161.1_CP101161.1_154	CP101161.1	CP101161.1	154	147878	148585	-1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13489.9]; Methyltransferase small domain [PF05175.17]; Methyltransferase domain [PF08242.15]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Nodulation protein S (NodS) [PF05401.14]; Putative RNA methylase family UPF0020 [PF01170.21]; Protein of unknown function (DUF1698) [PF08003.14]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methionine biosynthesis protein MetW [PF07021.15]; Putative methyltransferase [PF02390.20]; Ribosomal RNA adenine dimethylase [PF00398.23]; Tellurite resistance protein TehB [PF03848.17]; tRNA (Uracil-5-)-methyltransferase [PF05958.14]					0
CP101161.1_CP101161.1_155	CP101161.1	CP101161.1	155	148649	149422	-1	D										Metallo-beta-lactamase superfamily [PF00753.30]; Metallo-beta-lactamase superfamily [PF14597.9]					0
CP101161.1_CP101161.1_156	CP101161.1	CP101161.1	156	149449	149721	-1	E															0
CP101161.1_CP101161.1_157	CP101161.1	CP101161.1	157	149791	150294	1	D										Pyridoxamine 5'-phosphate oxidase [PF01243.23]					0
CP101161.1_CP101161.1_158	CP101161.1	CP101161.1	158	150331	150996	1	C	K06940	uncharacterized protein								Putative zinc- or iron-chelating domain [PF03692.18]					0
CP101161.1_CP101161.1_159	CP101161.1	CP101161.1	159	151033	151422	1	D										TRAM domain [PF01938.23]					0
CP101161.1_CP101161.1_160	CP101161.1	CP101161.1	160	151701	151943	1	E															0
CP101161.1_CP101161.1_161	CP101161.1	CP101161.1	161	151940	152542	-1	D										Sugar-specific transcriptional regulator TrmB [PF01978.22]; Bacterial regulatory protein, arsR family [PF01022.23]; MarR family [PF12802.10]; Helix-turn-helix domain [PF12840.10]					0
CP101161.1_CP101161.1_162	CP101161.1	CP101161.1	162	152588	153790	-1	D			MER0808386	I87	MER0808386 - family I87 unassigned peptidase inhibitors (Natronomonas moolapensis) [I87.UPW]#I87#{inhibitor unit: 20-239}~source M1XK59~	True	0.85	389.0	8.885e-119	SPFH domain / Band 7 family [PF01145.28]					0
CP101161.1_CP101161.1_163	CP101161.1	CP101161.1	163	153848	154399	-1	D										NfeD-like C-terminal, partner-binding [PF01957.21]					0
CP101161.1_CP101161.1_164	CP101161.1	CP101161.1	164	154462	154731	-1	E															0
CP101161.1_CP101161.1_165	CP101161.1	CP101161.1	165	154776	156875	-1	C	K01874	methionyl-tRNA synthetase [EC:6.1.1.10]								tRNA synthetases class I (M) [PF09334.14]; Anticodon binding domain of methionyl tRNA ligase [PF19303.2]; Putative tRNA binding domain [PF01588.23]; tRNA synthetases class I (I, L, M and V) [PF00133.25]; tRNA synthetases class I (C) catalytic domain [PF01406.22]; Anticodon-binding domain of tRNA ligase [PF08264.16]					0
CP101161.1_CP101161.1_166	CP101161.1	CP101161.1	166	157129	157818	-1	D										Cell wall-active antibiotics response 4TMS YvqF [PF09922.12]					0
CP101161.1_CP101161.1_167	CP101161.1	CP101161.1	167	157877	158428	-1	E															0
CP101161.1_CP101161.1_168	CP101161.1	CP101161.1	168	158517	159569	-1	C	K18933	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]								Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]; Serine hydroxymethyltransferase [PF00464.22]					0
CP101161.1_CP101161.1_169	CP101161.1	CP101161.1	169	159627	160385	-1	E															0
CP101161.1_CP101161.1_170	CP101161.1	CP101161.1	170	160466	161260	1	C	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	MER1073108	S49C	MER1073108 - subfamily S49C non-peptidase homologues (Deferribacter desulfuricans) [S49.UNC]#S49C#{peptidase unit: 109-219}~source D3P9A0~	False	0.532	99.0	1.753e-21	Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8]					0
CP101161.1_CP101161.1_171	CP101161.1	CP101161.1	171	161266	161658	1	E															0
CP101161.1_CP101161.1_172	CP101161.1	CP101161.1	172	161660	163006	-1	D										Major Facilitator Superfamily [PF07690.19]; Sugar (and other) transporter [PF00083.27]					0
CP101161.1_CP101161.1_173	CP101161.1	CP101161.1	173	163104	163361	1	E															0
CP101161.1_CP101161.1_174	CP101161.1	CP101161.1	174	163413	163730	1	D										RNA polymerases M/15 Kd subunit [PF02150.19]					0
CP101161.1_CP101161.1_175	CP101161.1	CP101161.1	175	163810	164139	1	D										Transcription factor S-II (TFIIS) [PF01096.21]; RNA polymerases M/15 Kd subunit [PF02150.19]					0
CP101161.1_CP101161.1_176	CP101161.1	CP101161.1	176	164174	164767	1	E															0
CP101161.1_CP101161.1_177	CP101161.1	CP101161.1	177	164813	165544	-1	C	K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]								tRNA methyltransferase complex GCD14 subunit [PF08704.13]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Methyltransferase small domain [PF05175.17]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]; O-methyltransferase [PF01596.20]; Methyltransferase domain [PF13489.9]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methyltransferase domain [PF08241.15]					0
CP101161.1_CP101161.1_178	CP101161.1	CP101161.1	178	165541	165891	-1	D										NAC domain [PF01849.21]					0
CP101161.1_CP101161.1_179	CP101161.1	CP101161.1	179	166152	166649	-1	C	K07398	conserved protein with predicted RNA binding PUA domain								Patch-forming domain C2 of tRNA-guanine transglycosylase [PF14810.9]; PUA domain [PF01472.23]					0
CP101161.1_CP101161.1_180	CP101161.1	CP101161.1	180	166693	167670	-1	E															0
CP101161.1_CP101161.1_181	CP101161.1	CP101161.1	181	167804	168865	-1	D			MER0128329	M20A	MER0128329 - acetylornithine deacetylase ArgE (Halomicrobium mukohataei) [M20.974]#M20A#{peptidase unit: 7-363}~source GEBA2500517485~	True	0.613	428.0	3.868e-133	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]					0
CP101161.1_CP101161.1_182	CP101161.1	CP101161.1	182	168865	169725	-1	C	K01778	diaminopimelate epimerase [EC:5.1.1.7]								Diaminopimelate epimerase [PF01678.22]					0
CP101161.1_CP101161.1_183	CP101161.1	CP101161.1	183	169719	170945	-1	C	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]								Pyridoxal-dependent decarboxylase, pyridoxal binding domain [PF02784.19]; Pyridoxal-dependent decarboxylase, C-terminal sheet domain [PF00278.25]					0
CP101161.1_CP101161.1_184	CP101161.1	CP101161.1	184	170942	171772	-1	C	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]								Tetrahydrodipicolinate N-succinyltransferase N-terminal [PF14805.9]					0
CP101161.1_CP101161.1_185	CP101161.1	CP101161.1	185	171769	172503	-1	C	K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]								Dihydrodipicolinate reductase, C-terminus [PF05173.17]; Dihydrodipicolinate reductase, N-terminus [PF01113.23]					0
CP101161.1_CP101161.1_186	CP101161.1	CP101161.1	186	172500	173399	-1	C	K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]								Dihydrodipicolinate synthetase family [PF00701.25]					0
CP101161.1_CP101161.1_187	CP101161.1	CP101161.1	187	173750	174247	1	D										NYN domain [PF01936.21]					0
CP101161.1_CP101161.1_188	CP101161.1	CP101161.1	188	174242	174850	-1	C	K07100	putative phosphoribosyl transferase								Phosphoribosyl transferase domain [PF00156.30]					0
CP101161.1_CP101161.1_189	CP101161.1	CP101161.1	189	174946	176406	-1	C	K01756	adenylosuccinate lyase [EC:4.3.2.2]								Adenylosuccinate lyase C-terminal [PF08328.14]; Lyase [PF00206.23]					0
CP101161.1_CP101161.1_190	CP101161.1	CP101161.1	190	176503	178077	1	C	K01492	phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase [EC:2.1.2.2 2.1.2.3]								AICARFT/IMPCHase bienzyme [PF01808.21]; Formyl transferase [PF00551.22]; Phosphoribosylglycinamide synthetase, N domain [PF02844.18]					0
CP101161.1_CP101161.1_191	CP101161.1	CP101161.1	191	178391	179053	1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]; HAD-hyrolase-like [PF13242.9]					0
CP101161.1_CP101161.1_192	CP101161.1	CP101161.1	192	179063	179995	-1	C	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]								Amino-transferase class IV [PF01063.22]					0
CP101161.1_CP101161.1_193	CP101161.1	CP101161.1	193	180053	180715	-1	D										3,4-dihydroxy-2-butanone 4-phosphate synthase [PF00926.22]					0
CP101161.1_CP101161.1_194	CP101161.1	CP101161.1	194	180699	181397	-1	C	K07732	riboflavin kinase, archaea type [EC:2.7.1.161]								Domain of unknown function DUF120 [PF01982.19]					0
CP101161.1_CP101161.1_195	CP101161.1	CP101161.1	195	181625	182662	-1	C	K15449	tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]								Wyosine base formation [PF08608.15]; Radical SAM superfamily [PF04055.24]					0
CP101161.1_CP101161.1_196	CP101161.1	CP101161.1	196	182743	185487	-1	D										Periplasmic copper-binding protein (NosD) [PF05048.16]					0
CP101161.1_CP101161.1_197	CP101161.1	CP101161.1	197	185777	186772	-1	D										Helix-turn-helix domain [PF12840.10]					0
CP101161.1_CP101161.1_198	CP101161.1	CP101161.1	198	187019	188806	1	C	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]								tRNA synthetases class I (R) [PF00750.22]; DALR anticodon binding domain [PF05746.18]					0
CP101161.1_CP101161.1_199	CP101161.1	CP101161.1	199	188810	188962	-1	E															0
CP101161.1_CP101161.1_200	CP101161.1	CP101161.1	200	188993	189901	-1	D										NUBPL iron-transfer P-loop NTPase [PF10609.12]; AAA domain [PF13500.9]					0
CP101161.1_CP101161.1_201	CP101161.1	CP101161.1	201	190098	191348	1	C	K03265	peptide chain release factor subunit 1								eRF1 domain 2 [PF03464.18]; eRF1 domain 3 [PF03465.18]; Bacterial archaeo-eukaryotic release factor family 10 [PF18854.4]; Actinobacteria/chloroflexi VLRF1 release factor [PF18859.4]					0
CP101161.1_CP101161.1_202	CP101161.1	CP101161.1	202	191434	191784	1	D										Family of unknown function (DUF6276) [PF19792.2]					0
CP101161.1_CP101161.1_203	CP101161.1	CP101161.1	203	191785	192618	-1	D										Methyltransferase domain [PF13649.9]					0
CP101161.1_CP101161.1_204	CP101161.1	CP101161.1	204	192813	193076	1	E															0
CP101161.1_CP101161.1_205	CP101161.1	CP101161.1	205	193121	195541	1	C	K24102	dihydrofolate synthase / dihydropteroate synthase [EC:6.3.2.12 2.5.1.15]								Pterin binding enzyme [PF00809.25]; Mur ligase middle domain [PF08245.15]; Mur ligase family, glutamate ligase domain [PF02875.24]					0
CP101161.1_CP101161.1_206	CP101161.1	CP101161.1	206	195628	196242	1	D										Methyltransferase domain [PF13489.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13649.9]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methyltransferase domain [PF13847.9]; Tellurite resistance protein TehB [PF03848.17]					0
CP101161.1_CP101161.1_207	CP101161.1	CP101161.1	207	196292	196891	1	E															0
CP101161.1_CP101161.1_208	CP101161.1	CP101161.1	208	196893	197945	-1	D										Glycosyl transferase 4-like domain [PF13579.9]; Glycosyltransferase Family 4 [PF13439.9]; Glycosyl transferases group 1 [PF13692.9]					0
CP101161.1_CP101161.1_209	CP101161.1	CP101161.1	209	198018	199793	1	D			MER0055806	S09A	MER0055806 - subfamily S9A unassigned peptidases (Halogeometricum borinquense) [S09.UPA]#S09A#{peptidase unit: 338-597}~source E4NRA7~	True	0.796	426.0	3.0560000000000004e-128	Prolyl oligopeptidase family [PF00326.24]; Acetyl xylan esterase (AXE1) [PF05448.15]; BD-FAE [PF20434.1]; Dienelactone hydrolase family [PF01738.21]; Serine aminopeptidase, S33 [PF12146.11]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.14]; alpha/beta hydrolase fold [PF07859.16]; Abhydrolase family [PF12715.10]; Esterase FrsA-like [PF06500.14]; Esterase PHB depolymerase [PF10503.12]; Phospholipase/Carboxylesterase [PF02230.19]; alpha/beta hydrolase fold [PF00561.23]; Dipeptidyl peptidase IV (DPP IV) N-terminal region [PF00930.24]					0
CP101161.1_CP101161.1_210	CP101161.1	CP101161.1	210	199822	200850	1	D			MER0884179	M48A	MER0884179 - subfamily M48A unassigned peptidases (Halogranum salarium) [M48.UPA]#M48A#{peptidase unit: 73-217}~source J3JH07~	False	0.426	112.0	6.181e-25	Peptidase family M48 [PF01435.21]					0
CP101161.1_CP101161.1_211	CP101161.1	CP101161.1	211	200966	201424	1	E															0
CP101161.1_CP101161.1_212	CP101161.1	CP101161.1	212	201421	202479	-1	C	K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]								Iron-containing alcohol dehydrogenase [PF13685.9]; Iron-containing alcohol dehydrogenase [PF00465.22]; 3-dehydroquinate synthase [PF01761.23]					0
CP101161.1_CP101161.1_213	CP101161.1	CP101161.1	213	202516	203508	-1	D										NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; GDP-mannose 4,6 dehydratase [PF16363.8]; RmlD substrate binding domain [PF04321.20]; NAD(P)H-binding [PF13460.9]; NmrA-like family [PF05368.16]					0
CP101161.1_CP101161.1_214	CP101161.1	CP101161.1	214	203552	204400	-1	D										Protein of unknown function DUF58 [PF01882.21]					0
CP101161.1_CP101161.1_215	CP101161.1	CP101161.1	215	204397	205353	-1	C	K03924	MoxR-like ATPase [EC:3.6.3.-]								ATPase family associated with various cellular activities (AAA) [PF07726.14]; MoxR domain in the MoxR-vWA-beta-propeller ternary systems [PF20030.2]; AAA lid domain [PF17863.4]; AAA domain (dynein-related subfamily) [PF07728.17]					0
CP101161.1_CP101161.1_216	CP101161.1	CP101161.1	216	205343	206209	-1	E															0
CP101161.1_CP101161.1_217	CP101161.1	CP101161.1	217	206173	206775	-1	D										Mitotic checkpoint protein [PF05557.16]					0
CP101161.1_CP101161.1_218	CP101161.1	CP101161.1	218	206772	209093	-1	D										von Willebrand factor type A domain [PF13768.9]; von Willebrand factor type A domain [PF00092.31]					0
CP101161.1_CP101161.1_219	CP101161.1	CP101161.1	219	209093	210877	-1	D										Aerotolerance regulator N-terminal [PF07584.14]; von Willebrand factor type A domain [PF13519.9]					0
CP101161.1_CP101161.1_220	CP101161.1	CP101161.1	220	211097	215632	-1	C	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	MER0272576	C44	MER0272576 - glutamate synthase (NADPH) large chain (Haloarcula hispanica) [C44.003]#C44#{peptidase unit: 25-398}~source YP_004795525~	True	0.767	585.0	5.449e-171	Glutamine amidotransferases class-II [PF00310.24]; Glutamate synthase central domain [PF04898.17]; Conserved region in glutamate synthase [PF01645.20]; GXGXG motif [PF01493.22]					0
CP101161.1_CP101161.1_221	CP101161.1	CP101161.1	221	216050	217513	-1	C	K01881	prolyl-tRNA synthetase [EC:6.1.1.15]								tRNA synthetase class II core domain (G, H, P, S and T) [PF00587.28]; Anticodon binding domain [PF03129.23]; Prolyl-tRNA synthetase, C-terminal [PF09180.14]					0
CP101161.1_CP101161.1_222	CP101161.1	CP101161.1	222	217752	217979	-1	D										Predicted membrane protein (DUF2061) [PF09834.12]					0
CP101161.1_CP101161.1_223	CP101161.1	CP101161.1	223	218056	218418	-1	D										Branched-chain amino acid transport protein (AzlD) [PF05437.15]					0
CP101161.1_CP101161.1_224	CP101161.1	CP101161.1	224	218415	219092	-1	D										AzlC protein [PF03591.17]					0
CP101161.1_CP101161.1_225	CP101161.1	CP101161.1	225	219157	220665	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08448.13]; PAS fold [PF08447.15]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS fold [PF12860.10]; PAS fold [PF00989.28]					0
CP101161.1_CP101161.1_226	CP101161.1	CP101161.1	226	220821	221336	-1	D										Cupin [PF00190.25]; Mannose-6-phosphate isomerase [PF01050.21]; EutQ-like cupin domain [PF05899.15]					0
CP101161.1_CP101161.1_227	CP101161.1	CP101161.1	227	221383	221865	-1	E															0
CP101161.1_CP101161.1_228	CP101161.1	CP101161.1	228	222129	223997	1	C	K07041	uncharacterized protein								Metallo-beta-lactamase superfamily domain [PF16661.8]; Beta-Casp domain [PF10996.11]; KH domain [PF17214.6]; Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily [PF00753.30]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.15]					0
CP101161.1_CP101161.1_229	CP101161.1	CP101161.1	229	224096	225004	-1	C	K10773	endonuclease III [EC:4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]					0
CP101161.1_CP101161.1_230	CP101161.1	CP101161.1	230	225139	226539	1	D										FAD binding domain [PF01565.26]; Berberine and berberine like [PF08031.15]	AA7	AA7 glucooligosaccharide oxidase (EC 1.1.3.-); chitooligosaccharide oxidase (EC 1.1.3.-); cellooligosaccharide dehydrogenase (EC 1.1.99.-)	1.1.3.-,1.1.99.-	AA7.hmm	0
CP101161.1_CP101161.1_231	CP101161.1	CP101161.1	231	226546	227949	-1	C	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]					0
CP101161.1_CP101161.1_232	CP101161.1	CP101161.1	232	227993	228460	-1	C	K09738	uncharacterized protein								Domain of unknown function (DUF371) [PF04027.16]					0
CP101161.1_CP101161.1_233	CP101161.1	CP101161.1	233	228720	229610	1	E															0
CP101161.1_CP101161.1_234	CP101161.1	CP101161.1	234	229835	231010	-1	D			MER0482521	M24B	MER0482521 - subfamily M24B unassigned peptidases (Halobacterium sp. DL1) [M24.UPB]#M24B#{peptidase unit: 142-382}~source ZP_09028656~	False	0.706	343.0	3.869e-103	Metallopeptidase family M24 [PF00557.27]					0
