gene_id	gene_length	DB	annotation	hit_start	hit_end	evalue	contig	orf
AP017558.1_1644	385	Pfam	Eukaryotic and archaeal DNA primase, large subunit	166	372	3.8e-19	AP017558.1	1644
AP017558.1_1109	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	79	6.47e-06	AP017558.1	1109
AP017558.1_324	148	Pfam	6-O-methylguanine DNA methyltransferase, DNA binding domain	52	126	7.8e-29	AP017558.1	324
AP017558.1_2318	100	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	97	5.25e-27	AP017558.1	2318
AP017558.1_425	119	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	26	80	1.76e-08	AP017558.1	425
AP017558.1_2348	108	PANTHER	DNA-DIRECTED RNA POLYMERASE	1	105	5.6e-20	AP017558.1	2348
AP017558.1_739	104	Gene3D	Jelly Rolls	4	100	2.1e-17	AP017558.1	739
AP017558.1_1577	142	PANTHER	23S RRNA-SPECIFIC ENDONUCLEASE VAPC20	4	128	1.9e-26	AP017558.1	1577
AP017558.1_1752	844	Pfam	DEAD/DEAH box helicase	27	183	1.9e-21	AP017558.1	1752
AP017558.1_1752	844	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	8	794	0	AP017558.1	1752
AP017558.1_1752	844	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	425	516	3.26e-18	AP017558.1	1752
AP017558.1_2428	608	Gene3D	Endonuclease Chain A	223	389	8.8e-24	AP017558.1	2428
AP017558.1_2428	608	Gene3D	Endonuclease Chain A	424	579	2.8e-26	AP017558.1	2428
AP017558.1_1578	353	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	17	313	1.2e-46	AP017558.1	1578
AP017558.1_1578	353	Pfam	Replication factor C C-terminal domain	245	331	3.9e-08	AP017558.1	1578
AP017558.1_2850	75	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	3	73	6.07e-06	AP017558.1	2850
AP017558.1_1164	418	NCBIfam	RNA-guided endonuclease TnpB family protein	88	362	7.4e-46	AP017558.1	1164
AP017558.1_1164	418	Pfam	Putative transposase DNA-binding domain	295	361	1.3e-20	AP017558.1	1164
AP017558.1_1163	123	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	87	4.57e-07	AP017558.1	1163
AP017558.1_2258	380	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	67	9.43e-06	AP017558.1	2258
AP017558.1_2074	268	Pfam	HhH-GPD superfamily base excision DNA repair protein	57	206	1.5e-19	AP017558.1	2074
AP017558.1_2074	268	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	27	250	4.1e-50	AP017558.1	2074
AP017558.1_2267	271	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	17	114	9.52e-11	AP017558.1	2267
AP017558.1_144	162	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	56	5.75e-08	AP017558.1	144
AP017558.1_363	325	Pfam	HhH-GPD superfamily base excision DNA repair protein	63	184	9.9e-15	AP017558.1	363
AP017558.1_1115	648	PANTHER	HELICASE MJ1565-RELATED	237	550	2.1e-10	AP017558.1	1115
AP017558.1_571	65	SUPERFAMILY	RNA polymerase subunits	4	65	8.11e-21	AP017558.1	571
AP017558.1_2279	972	Pfam	HTH DNA binding domain	907	957	2.6e-16	AP017558.1	2279
AP017558.1_367	338	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	53	8.29e-10	AP017558.1	367
AP017558.1_740	147	Gene3D	Jelly Rolls	3	104	1.6e-13	AP017558.1	740
AP017558.1_1549	422	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	305	400	1.9e-14	AP017558.1	1549
AP017558.1_1549	422	SMART	Cdc6_C_2	319	399	3.8e-08	AP017558.1	1549
AP017558.1_1549	422	NCBIfam	orc1/cdc6 family replication initiation protein	10	388	1.8e-91	AP017558.1	1549
AP017558.1_1549	422	Pfam	CDC6, C terminal winged helix domain	328	396	1.4e-12	AP017558.1	1549
AP017558.1_1153	1213	Pfam	UvrD/REP helicase N-terminal domain	10	458	1.1e-59	AP017558.1	1153
AP017558.1_1153	1213	SUPERFAMILY	Restriction endonuclease-like	1032	1168	4.45e-10	AP017558.1	1153
AP017558.1_1153	1213	Pfam	UvrD-like helicase C-terminal domain	573	910	7.7e-21	AP017558.1	1153
AP017558.1_1153	1213	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	8	912	4.5e-88	AP017558.1	1153
AP017558.1_1261	269	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	93	9.37e-11	AP017558.1	1261
AP017558.1_2778	962	Pfam	UvrD/REP helicase N-terminal domain	7	360	1.7e-49	AP017558.1	2778
AP017558.1_2778	962	Pfam	UvrD-like helicase C-terminal domain	385	533	4.6e-09	AP017558.1	2778
AP017558.1_2778	962	Pfam	UvrD-like helicase C-terminal domain	600	737	8.9e-17	AP017558.1	2778
AP017558.1_2778	962	SUPERFAMILY	Restriction endonuclease-like	792	910	9.12e-07	AP017558.1	2778
AP017558.1_2778	962	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	7	766	8.7e-81	AP017558.1	2778
AP017558.1_1462	697	CDD	Cdc6_C	586	671	1.8764e-32	AP017558.1	1462
AP017558.1_1462	697	NCBIfam	orc1/cdc6 family replication initiation protein	394	664	2.2e-104	AP017558.1	1462
AP017558.1_1462	697	FunFam	ORC1-type DNA replication protein	403	497	4.9e-61	AP017558.1	1462
AP017558.1_1462	697	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	577	684	2.58e-30	AP017558.1	1462
AP017558.1_1462	697	SMART	Cdc6_C_2	593	675	3.6e-34	AP017558.1	1462
AP017558.1_1462	697	FunFam	ORC1-type DNA replication protein	484	576	4.2e-32	AP017558.1	1462
AP017558.1_1462	697	Pfam	CDC6, C terminal winged helix domain	593	672	4.3e-23	AP017558.1	1462
AP017558.1_950	289	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	77	3.8e-11	AP017558.1	950
AP017558.1_912	220	Pfam	HTH DNA binding domain	157	208	3.3e-16	AP017558.1	912
AP017558.1_1808	476	Gene3D	Beta Polymerase, domain 2	17	158	4.9e-78	AP017558.1	1808
AP017558.1_1808	476	Gene3D	Poly(A) polymerase predicted RNA binding domain	284	456	3.4e-34	AP017558.1	1808
AP017558.1_450	153	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	63	6.41e-12	AP017558.1	450
AP017558.1_2338	101	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	12	77	6.45e-11	AP017558.1	2338
AP017558.1_1145	332	Pfam	Endonuclease NucS	209	300	9e-08	AP017558.1	1145
AP017558.1_458	201	Pfam	HhH-GPD superfamily base excision DNA repair protein	45	186	8e-13	AP017558.1	458
AP017558.1_1105	1184	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1057	1107	1.44e-06	AP017558.1	1105
AP017558.1_1754	102	SUPERFAMILY	GIY-YIG endonuclease	6	76	5.1e-13	AP017558.1	1754
AP017558.1_67	488	PRINTS	DNA repair protein radA signature	20	48	9.7e-07	AP017558.1	67
AP017558.1_67	488	PRINTS	DNA repair protein radA signature	62	79	9.7e-07	AP017558.1	67
AP017558.1_2312	117	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	14	71	5.2e-07	AP017558.1	2312
AP017558.1_1996	111	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	80	3.86e-11	AP017558.1	1996
AP017558.1_2724	121	Pfam	DDE superfamily endonuclease	1	101	6.4e-25	AP017558.1	2724
AP017558.1_1758	374	NCBIfam	orc1/cdc6 family replication initiation protein	15	362	3.1e-95	AP017558.1	1758
AP017558.1_1758	374	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	289	373	9.98e-20	AP017558.1	1758
AP017558.1_1758	374	SMART	Cdc6_C_2	298	373	1.2e-15	AP017558.1	1758
AP017558.1_689	361	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	32	105	7.05e-10	AP017558.1	689
AP017558.1_1858	343	Pfam	Endonuclease V	135	330	5.1e-50	AP017558.1	1858
AP017558.1_1858	343	CDD	Endonuclease_V	128	335	2.35849e-69	AP017558.1	1858
AP017558.1_1858	343	PANTHER	ENDONUCLEASE V	129	339	4e-39	AP017558.1	1858
AP017558.1_1209	782	Pfam	DEAD/DEAH box helicase	21	182	4.8e-23	AP017558.1	1209
AP017558.1_1209	782	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	2	667	0	AP017558.1	1209
AP017558.1_1209	782	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	407	499	9.52e-14	AP017558.1	1209
AP017558.1_1209	782	Pfam	Helicase conserved C-terminal domain	238	379	1.2e-07	AP017558.1	1209
AP017558.1_2473	162	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	1	86	1.79e-08	AP017558.1	2473
AP017558.1_1525	256	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	15	81	6.12e-12	AP017558.1	1525
AP017558.1_1831	303	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	90	7.62e-19	AP017558.1	1831
AP017558.1_2001	689	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	69	625	1.6e-24	AP017558.1	2001
AP017558.1_1340	598	PANTHER	GLYCYL-TRNA SYNTHETASE/DNA POLYMERASE SUBUNIT GAMMA-2	5	572	0	AP017558.1	1340
AP017558.1_1320	221	Gene3D	Beta Polymerase, domain 2	98	215	1.3e-13	AP017558.1	1320
AP017558.1_1320	221	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	30	89	3.21e-07	AP017558.1	1320
AP017558.1_2451	134	Gene3D	Jelly Rolls	3	122	7.3e-21	AP017558.1	2451
AP017558.1_453	151	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	2	150	1.57e-38	AP017558.1	453
AP017558.1_1408	595	SUPERFAMILY	Putative DNA-binding domain	5	70	2.11e-09	AP017558.1	1408
AP017558.1_1408	595	SUPERFAMILY	Putative DNA-binding domain	314	386	2.84e-14	AP017558.1	1408
AP017558.1_168	654	Pfam	ERCC3/RAD25/XPB C-terminal helicase	490	646	1e-23	AP017558.1	168
AP017558.1_168	654	PANTHER	RAD25/XP-B DNA REPAIR HELICASE	201	646	1.6e-84	AP017558.1	168
AP017558.1_1691	700	PANTHER	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	10	667	0	AP017558.1	1691
AP017558.1_1691	700	FunFam	DNA replication licensing factor (Mcm)	616	700	1.4e-28	AP017558.1	1691
AP017558.1_1691	700	FunFam	DNA helicase	128	177	2.2e-10	AP017558.1	1691
AP017558.1_1691	700	FunFam	Replicative DNA helicase Mcm	258	616	0	AP017558.1	1691
AP017558.1_2790	169	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	15	77	1.07e-09	AP017558.1	2790
AP017558.1_715	142	Gene3D	Jelly Rolls	41	134	6.8e-15	AP017558.1	715
AP017558.1_570	194	PANTHER	DNA-DIRECTED RNA POLYMERASE II, III	1	150	9.1e-15	AP017558.1	570
AP017558.1_570	194	NCBIfam	DNA-directed RNA polymerase	1	179	3.4e-55	AP017558.1	570
AP017558.1_492	210	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	62	122	4.61e-09	AP017558.1	492
AP017558.1_1223	108	Gene3D	Jelly Rolls	5	107	2.1e-15	AP017558.1	1223
AP017558.1_1355	254	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	79	2.58e-14	AP017558.1	1355
AP017558.1_1065	940	NCBIfam	CRISPR-associated endonuclease Cas3''	44	232	5.8e-16	AP017558.1	1065
AP017558.1_1560	616	PANTHER	UVRD / RECB / PCRA DNA HELICASE FAMILY MEMBER	10	580	1.6e-55	AP017558.1	1560
AP017558.1_1560	616	Pfam	UvrD-like helicase C-terminal domain	490	572	1.7e-09	AP017558.1	1560
AP017558.1_2626	142	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	61	2.69e-12	AP017558.1	2626
AP017558.1_1067	330	NCBIfam	type I-B CRISPR-associated endonuclease Cas1b	6	330	1.6e-113	AP017558.1	1067
AP017558.1_1067	330	PANTHER	CRISPR-ASSOCIATED ENDONUCLEASE CAS1	5	330	4.9e-100	AP017558.1	1067
AP017558.1_1067	330	NCBIfam	CRISPR-associated endonuclease Cas1	7	324	1.2e-81	AP017558.1	1067
AP017558.1_1769	116	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	6	110	1.72e-14	AP017558.1	1769
AP017558.1_1816	420	Pfam	Putative transposase DNA-binding domain	302	370	1.1e-20	AP017558.1	1816
AP017558.1_1816	420	NCBIfam	RNA-guided endonuclease TnpB family protein	5	370	2.2e-81	AP017558.1	1816
AP017558.1_1513	686	Pfam	Helicase conserved C-terminal domain	448	556	4.3e-18	AP017558.1	1513
AP017558.1_1664	74	Pfam	'Cold-shock' DNA-binding domain	13	73	1.7e-20	AP017558.1	1664
AP017558.1_1110	159	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	104	2.27e-08	AP017558.1	1110
AP017558.1_722	84	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	54	1.85e-06	AP017558.1	722
AP017558.1_835	254	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	11	78	4.62e-11	AP017558.1	835
AP017558.1_1974	1081	Gene3D	Homing endonucleases	310	479	5.8e-16	AP017558.1	1974
AP017558.1_1974	1081	Pfam	Replication factor C C-terminal domain	966	1051	1.1e-21	AP017558.1	1974
AP017558.1_1974	1081	FunFam	Replication factor C small subunit	965	1057	9.5e-33	AP017558.1	1974
AP017558.1_1974	1081	SUPERFAMILY	Homing endonucleases	394	503	1.53e-12	AP017558.1	1974
AP017558.1_1974	1081	PANTHER	REPLICATION FACTOR C / DNA POLYMERASE III GAMMA-TAU SUBUNIT	35	1048	5.2e-92	AP017558.1	1974
AP017558.1_2668	154	Pfam	Iron dependent repressor, N-terminal DNA binding domain	22	79	1.9e-14	AP017558.1	2668
AP017558.1_2668	154	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	25	92	1.41e-11	AP017558.1	2668
AP017558.1_1448	266	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	90	2.21e-10	AP017558.1	1448
AP017558.1_2618	751	PANTHER	HELICASE MJ1565-RELATED	116	254	1e-26	AP017558.1	2618
AP017558.1_2618	751	Pfam	Helicase HerA, central domain	29	92	2.5e-12	AP017558.1	2618
AP017558.1_1695	1002	Pfam	UvrA DNA-binding domain	332	438	2.9e-26	AP017558.1	1695
AP017558.1_1834	279	PANTHER	ENDONUCLEASE IV  ENDODEOXYRIBONUCLEASE IV	3	277	2.1e-82	AP017558.1	1834
AP017558.1_1834	279	FunFam	Probable endonuclease 4	2	279	2.8e-85	AP017558.1	1834
AP017558.1_2636	131	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	52	109	1.19e-07	AP017558.1	2636
AP017558.1_810	849	Pfam	Helicase conserved C-terminal domain	366	471	2e-20	AP017558.1	810
AP017558.1_810	849	Pfam	DEAD/DEAH box helicase	31	177	8.7e-16	AP017558.1	810
AP017558.1_810	849	Gene3D	hef helicase domain	224	346	9.4e-32	AP017558.1	810
AP017558.1_810	849	SUPERFAMILY	Restriction endonuclease-like	632	764	1.85e-29	AP017558.1	810
AP017558.1_79	155	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	56	152	2.54e-28	AP017558.1	79
AP017558.1_1997	241	PRINTS	DNA repair protein radA signature	14	42	2e-10	AP017558.1	1997
AP017558.1_1997	241	PRINTS	DNA repair protein radA signature	57	74	2e-10	AP017558.1	1997
AP017558.1_160	332	Pfam	HhH-GPD superfamily base excision DNA repair protein	160	290	5.2e-11	AP017558.1	160
AP017558.1_201	398	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	292	393	2.09e-12	AP017558.1	201
AP017558.1_201	398	SMART	Cdc6_C_2	306	390	3e-17	AP017558.1	201
AP017558.1_201	398	NCBIfam	orc1/cdc6 family replication initiation protein	12	379	5.2e-119	AP017558.1	201
AP017558.1_201	398	CDD	Cdc6_C	299	386	3.78218e-19	AP017558.1	201
AP017558.1_201	398	Pfam	CDC6, C terminal winged helix domain	306	388	4.2e-17	AP017558.1	201
AP017558.1_201	398	FunFam	ORC1-type DNA replication protein	196	289	1.1e-21	AP017558.1	201
AP017558.1_2744	782	Pfam	Helicase C-terminal domain	599	757	1.1e-25	AP017558.1	2744
AP017558.1_2744	782	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	11	764	4.4e-45	AP017558.1	2744
AP017558.1_1038	951	NCBIfam	DNA mismatch repair protein MutS	155	828	0	AP017558.1	1038
AP017558.1_1038	951	PANTHER	DNA MISMATCH REPAIR PROTEIN MUTS FAMILY MEMBER	40	834	0	AP017558.1	1038
AP017558.1_1038	951	SUPERFAMILY	DNA repair protein MutS, domain I	3	105	1.31e-27	AP017558.1	1038
AP017558.1_1038	951	SUPERFAMILY	DNA repair protein MutS, domain III	288	588	6.67e-72	AP017558.1	1038
AP017558.1_1038	951	SUPERFAMILY	DNA repair protein MutS, domain II	156	301	1.03e-26	AP017558.1	1038
AP017558.1_1038	951	Gene3D	DNA repair protein MutS, domain I	1	110	3.3e-28	AP017558.1	1038
AP017558.1_1362	1207	NCBIfam	DNA polymerase II large subunit	11	1206	0	AP017558.1	1362
AP017558.1_1362	1207	Pfam	DNA polymerase II large subunit DP2	12	957	0	AP017558.1	1362
AP017558.1_1362	1207	PANTHER	DNA POLYMERASE II LARGE SUBUNIT	1	1207	0	AP017558.1	1362
AP017558.1_1368	251	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	111	2.24e-16	AP017558.1	1368
AP017558.1_1376	134	Gene3D	Jelly Rolls	8	131	1.8e-22	AP017558.1	1376
AP017558.1_1677	413	Pfam	Helicase HerA, central domain	84	151	7.7e-07	AP017558.1	1677
AP017558.1_1677	413	PANTHER	HELICASE MJ1565-RELATED	226	410	5.3e-25	AP017558.1	1677
AP017558.1_1197	100	PANTHER	DNA-DIRECTED RNA POLYMERASE	16	97	1.8e-11	AP017558.1	1197
AP017558.1_103	253	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	76	1.72e-12	AP017558.1	103
AP017558.1_1380	418	NCBIfam	RNA-guided endonuclease TnpB family protein	88	362	5.1e-46	AP017558.1	1380
AP017558.1_1380	418	Pfam	Putative transposase DNA-binding domain	295	361	1.3e-20	AP017558.1	1380
AP017558.1_1445	116	SUPERFAMILY	Double-stranded DNA-binding domain	13	114	1.02e-24	AP017558.1	1445
AP017558.1_1445	116	Pfam	Double-stranded DNA-binding domain	13	113	9.8e-23	AP017558.1	1445
AP017558.1_1641	76	PANTHER	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC1	1	75	2.4e-10	AP017558.1	1641
AP017558.1_1641	76	Pfam	RNA polymerase Rpb5, C-terminal domain	2	74	4.6e-25	AP017558.1	1641
AP017558.1_1641	76	SUPERFAMILY	RPB5-like RNA polymerase subunit	1	75	9.94e-21	AP017558.1	1641
AP017558.1_2085	430	NCBIfam	DNA double-strand break repair protein Mre11	1	360	0	AP017558.1	2085
AP017558.1_1972	118	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	117	4.32e-26	AP017558.1	1972
AP017558.1_2225	402	Pfam	CDC6, C terminal winged helix domain	305	384	4.9e-21	AP017558.1	2225
AP017558.1_2225	402	CDD	Cdc6_C	314	382	1.66111e-19	AP017558.1	2225
AP017558.1_2225	402	NCBIfam	orc1/cdc6 family replication initiation protein	10	375	0	AP017558.1	2225
AP017558.1_2225	402	SMART	Cdc6_C_2	303	386	4.5e-21	AP017558.1	2225
AP017558.1_2225	402	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	289	388	8.84e-18	AP017558.1	2225
AP017558.1_2225	402	FunFam	ORC1-type DNA replication protein	194	286	1.8e-21	AP017558.1	2225
AP017558.1_2781	273	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	24	98	1.79e-09	AP017558.1	2781
AP017558.1_1536	252	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	8	77	1.83e-11	AP017558.1	1536
AP017558.1_2789	285	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	10	78	1.54e-07	AP017558.1	2789
AP017558.1_1888	156	Pfam	6-O-methylguanine DNA methyltransferase, DNA binding domain	79	134	7.9e-07	AP017558.1	1888
AP017558.1_9	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	5	87	2.01e-10	AP017558.1	9
AP017558.1_2233	163	Pfam	DDE superfamily endonuclease	4	143	4.1e-36	AP017558.1	2233
AP017558.1_2083	91	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	89	2.83e-11	AP017558.1	2083
AP017558.1_2558	92	Pfam	RNA polymerase Rpb3/Rpb11 dimerisation domain	12	87	1.1e-16	AP017558.1	2558
AP017558.1_2558	92	SUPERFAMILY	RBP11-like subunits of RNA polymerase	1	88	2.98e-17	AP017558.1	2558
AP017558.1_1744	598	SUPERFAMILY	GIY-YIG endonuclease	17	96	3.14e-15	AP017558.1	1744
AP017558.1_1744	598	Pfam	UvrC RNAse H endonuclease domain	390	534	6.9e-39	AP017558.1	1744
AP017558.1_1744	598	Gene3D	UvrC, RNAse H endonuclease domain	382	543	1.4e-41	AP017558.1	1744
AP017558.1_522	326	NCBIfam	flap endonuclease-1	1	326	2.2e-115	AP017558.1	522
AP017558.1_522	326	PANTHER	FLAP ENDONUCLEASE FAMILY MEMBER	13	317	3.3e-48	AP017558.1	522
AP017558.1_114	361	Gene3D	Jelly Rolls	13	360	1e-90	AP017558.1	114
AP017558.1_2711	117	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	22	117	5.77e-24	AP017558.1	2711
AP017558.1_2609	251	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	74	1.18e-10	AP017558.1	2609
AP017558.1_1592	692	Pfam	Helicase conserved C-terminal domain	454	551	9.3e-13	AP017558.1	1592
AP017558.1_1592	692	Pfam	DEAD/DEAH box helicase	232	400	3.9e-19	AP017558.1	1592
AP017558.1_1592	692	PANTHER	DNA POLYMERASE THETA, PUTATIVE (AFU_ORTHOLOGUE AFUA_1G05260)-RELATED	201	477	4.1e-79	AP017558.1	1592
AP017558.1_2578	177	SUPERFAMILY	lambda repressor-like DNA-binding domains	93	158	1.33e-13	AP017558.1	2578
AP017558.1_133	263	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	18	89	4.69e-13	AP017558.1	133
AP017558.1_1294	769	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	9	722	1.5e-80	AP017558.1	1294
AP017558.1_1294	769	Gene3D	Bacterial XPD DNA helicase, FeS cluster domain	98	218	4.8e-64	AP017558.1	1294
AP017558.1_1294	769	Pfam	Helicase C-terminal domain	520	725	2.2e-26	AP017558.1	1294
AP017558.1_182	132	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	27	103	5.3e-08	AP017558.1	182
AP017558.1_88	174	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	7	89	2.18e-23	AP017558.1	88
AP017558.1_2063	427	PANTHER	DNA REPAIR PROTEIN	16	420	4.5e-124	AP017558.1	2063
AP017558.1_2063	427	NCBIfam	DNA repair protein NreA	1	419	0	AP017558.1	2063
AP017558.1_220	885	Pfam	Helicase	326	509	1e-47	AP017558.1	220
AP017558.1_2719	111	SUPERFAMILY	Sigma3 and sigma4 domains of RNA polymerase sigma factors	50	103	8.5e-06	AP017558.1	2719
AP017558.1_2719	111	Pfam	HTH DNA binding domain	52	103	1.1e-13	AP017558.1	2719
AP017558.1_630	166	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	67	146	5.68e-10	AP017558.1	630
AP017558.1_630	166	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	4	58	8.06e-06	AP017558.1	630
AP017558.1_2024	68	Pfam	'Cold-shock' DNA-binding domain	3	67	2.2e-17	AP017558.1	2024
AP017558.1_358	387	NCBIfam	eukaryotic-type DNA primase catalytic subunit PriS	7	339	7.4e-46	AP017558.1	358
AP017558.1_358	387	Pfam	DNA primase small subunit	97	316	2.4e-23	AP017558.1	358
AP017558.1_358	387	PANTHER	DNA PRIMASE SMALL SUBUNIT	286	334	1.6e-34	AP017558.1	358
AP017558.1_358	387	Gene3D	DNA primase, PRIM domain	1	384	6e-79	AP017558.1	358
AP017558.1_2439	254	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	9	77	2.57e-12	AP017558.1	2439
AP017558.1_1637	901	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	575	889	3.97e-73	AP017558.1	1637
AP017558.1_1637	901	Pfam	RNA polymerase Rpb1, domain 5	575	839	3.4e-37	AP017558.1	1637
AP017558.1_1637	901	SUPERFAMILY	Homing endonucleases	364	428	5.95e-08	AP017558.1	1637
AP017558.1_1637	901	Gene3D	Homing endonucleases	274	450	8.3e-26	AP017558.1	1637
AP017558.1_1637	901	NCBIfam	DNA-directed RNA polymerase subunit A''	575	889	5.5e-128	AP017558.1	1637
AP017558.1_1637	901	PANTHER	DNA-DIRECTED RNA POLYMERASE	26	88	6.3e-54	AP017558.1	1637
AP017558.1_1637	901	SUPERFAMILY	Homing endonucleases	282	348	2e-08	AP017558.1	1637
AP017558.1_1637	901	SUPERFAMILY	beta and beta-prime subunits of DNA dependent RNA-polymerase	40	90	1.59e-10	AP017558.1	1637
AP017558.1_2197	228	PANTHER	A/G-SPECIFIC ADENINE GLYCOSYLASE/ENDONUCLEASE III	4	214	9.3e-72	AP017558.1	2197
AP017558.1_2197	228	FunFam	Endonuclease III	27	138	1.7e-39	AP017558.1	2197
AP017558.1_2197	228	FunFam	Endonuclease III	132	212	1.9e-25	AP017558.1	2197
AP017558.1_2197	228	Pfam	HhH-GPD superfamily base excision DNA repair protein	40	174	1.8e-24	AP017558.1	2197
AP017558.1_2197	228	NCBIfam	endonuclease III	11	201	2.3e-71	AP017558.1	2197
AP017558.1_1202	655	Pfam	Helicase C-terminal domain	388	541	3.8e-20	AP017558.1	1202
AP017558.1_1202	655	PANTHER	DNA REPAIR DEAD HELICASE RAD3/XP-D SUBFAMILY MEMBER	291	545	1.7e-28	AP017558.1	1202
AP017558.1_1622	143	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	41	141	5.19e-29	AP017558.1	1622
AP017558.1_1862	44	Gene3D	RNA polymerase ii, chain L	1	42	3.1e-13	AP017558.1	1862
AP017558.1_1862	44	SUPERFAMILY	RNA polymerase subunits	1	41	7.32e-13	AP017558.1	1862
AP017558.1_1862	44	Pfam	DNA directed RNA polymerase, 7 kDa subunit	3	34	1.7e-08	AP017558.1	1862
AP017558.1_2096	135	Pfam	PD-(D/E)XK endonuclease	10	128	9.5e-18	AP017558.1	2096
AP017558.1_1715	133	SUPERFAMILY	"""""Winged helix"""" DNA-binding domain"	19	116	7.92e-15	AP017558.1	1715
