cluster,cluster_annotation,contig,presence,gene_id,occurances
Cluster 635,"",CP019329.1,1,CP019329.1_46,1
Cluster 636,"",CP019329.1,1,CP019329.1_82,2
Cluster 636,"",CP119801.1,1,CP119801.1_48,2
Cluster 637,"",CP099999.1,1,CP099999.1_19,1
Cluster 638,"",FNFE01000011.1,1,FNFE01000011.1_38,1
Cluster 639,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_26,1
Cluster 640,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_12,1
Cluster 641,"",JAAOHU010000009.1,1,JAAOHU010000009.1_10,1
Cluster 642,"",JAAOHU010000009.1,1,JAAOHU010000009.1_44,1
Cluster 643,"",KX687704.1,1,KX687704.1_19,6
Cluster 643,"",KX906370.1,1,KX906370.1_100,6
Cluster 643,"",LOAJ01000002.1,1,LOAJ01000002.1_51,6
Cluster 643,"",CP101158.1,1,CP101158.1_85,6
Cluster 643,"",AOJE01000051.1,1,AOJE01000051.1_28,6
Cluster 643,"",SRIF01000015.1,1,SRIF01000015.1_65,6
Cluster 644,"",SRIF01000015.1,1,SRIF01000015.1_52,1
Cluster 645,"",SRIF01000015.1,1,SRIF01000015.1_88,1
Cluster 646,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_41,1
Cluster 647,"",JDTG01000019.1,1,JDTG01000019.1_75,1
Cluster 648,"",CP031299.1,1,CP031299.1_21,7
Cluster 648,"",JDTG01000019.1,1,JDTG01000019.1_94,7
Cluster 648,"",NC_015659.1,1,NC_015659.1_91,7
Cluster 648,"",AOIO01000049.1,1,AOIO01000049.1_100,7
Cluster 648,"",AOIP01000022.1,1,AOIP01000022.1_29,7
Cluster 648,"",NC_013748.1,1,NC_013748.1_22,7
Cluster 648,"",CP084476.1,1,CP084476.1_59,7
Cluster 649,"",RJJW01000001.1,1,RJJW01000001.1_26,1
Cluster 650,"",AOIP01000022.1,1,AOIP01000022.1_8,1
Cluster 651,"",AOIP01000022.1,1,AOIP01000022.1_42,1
Cluster 652,"",AOJE01000025.1,1,AOJE01000025.1_23,1
Cluster 653,"",CP100004.1,1,CP100004.1_25,1
Cluster 654,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_7,4
Cluster 654,"",AOLZ01000012.1,1,AOLZ01000012.1_15,4
Cluster 654,"",CP019286.1,1,CP019286.1_54,4
Cluster 654,"",FNFE01000011.1,1,FNFE01000011.1_17,4
Cluster 655,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_5,1
Cluster 656,"",KX687704.1,1,KX687704.1_21,8
Cluster 656,"",KX906370.1,1,KX906370.1_102,8
Cluster 656,"",AOJE01000051.1,1,AOJE01000051.1_26,8
Cluster 656,"",LOAJ01000002.1,1,LOAJ01000002.1_49,8
Cluster 656,"",AOIO01000049.1,1,AOIO01000049.1_107,8
Cluster 656,"",AOIP01000022.1,1,AOIP01000022.1_31,8
Cluster 656,"",CP084476.1,1,CP084476.1_57,8
Cluster 656,"",NC_015659.1,1,NC_015659.1_89,8
Cluster 657,"",KX906370.1,1,KX906370.1_114,1
Cluster 658,"",AOJE01000051.1,1,AOJE01000051.1_36,2
Cluster 658,"",LOAJ01000002.1,1,LOAJ01000002.1_56,2
Cluster 659,"",CP084476.1,1,CP084476.1_39,1
Cluster 660,"",AOIO01000049.1,1,AOIO01000049.1_74,1
Cluster 661,"",AOJE01000051.1,1,AOJE01000051.1_46,1
Cluster 662,"",CP101161.1,1,CP101161.1_3062,3
Cluster 662,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_25,3
Cluster 662,"",JAJCVI010000002.1,1,JAJCVI010000002.1_564,3
Cluster 663,"",CP119801.1,1,CP119801.1_17,1
Cluster 664,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_45,1
Cluster 665,"",JAAOHU010000009.1,1,JAAOHU010000009.1_39,1
Cluster 666,"",KX906370.1,1,KX906370.1_98,1
Cluster 667,"",QKNW01000002.1,1,QKNW01000002.1_31,1
Cluster 668,"",AOJE01000051.1,1,AOJE01000051.1_11,5
Cluster 668,"",KX687704.1,1,KX687704.1_31,5
Cluster 668,"",KX906370.1,1,KX906370.1_112,5
Cluster 668,"",LOAJ01000002.1,1,LOAJ01000002.1_30,5
Cluster 668,"",RJJW01000001.1,1,RJJW01000001.1_54,5
Cluster 669,"",JAAOHU010000009.1,1,JAAOHU010000009.1_11,2
Cluster 669,"",CP099999.1,1,CP099999.1_17,2
Cluster 670,"",CP095494.1,1,CP095494.1_45,4
Cluster 670,"",CP119801.1,1,CP119801.1_34,4
Cluster 670,"",SJER01000008.1,1,SJER01000008.1_137,4
Cluster 670,"",JAAOHU010000009.1,1,JAAOHU010000009.1_61,4
Cluster 671,"",CP099999.1,1,CP099999.1_13,1
Cluster 672,"",CP101161.1,1,CP101161.1_3077,1
Cluster 673,"",RJJW01000001.1,1,RJJW01000001.1_58,1
Cluster 674,"",WSZK01000033.1,1,WSZK01000033.1_13,1
Cluster 675,"",AOIR01000042.1,1,AOIR01000042.1_29,1
Cluster 676,"",CP019286.1,1,CP019286.1_22,2
Cluster 676,"",AOLZ01000012.1,1,AOLZ01000012.1_47,2
Cluster 677,"",CP119801.1,1,CP119801.1_15,1
Cluster 678,"",WSZK01000033.1,1,WSZK01000033.1_11,1
Cluster 679,"",AOJE01000025.1,1,AOJE01000025.1_47,1
Cluster 680,"",JAJCVI010000007.1,1,JAJCVI010000007.1_23,1
Cluster 681,"",SRIF01000015.1,1,SRIF01000015.1_49,1
Cluster 682,"",AOIP01000022.1,1,AOIP01000022.1_47,1
Cluster 683,"",CP019329.1,1,CP019329.1_47,1
Cluster 684,"",CP099999.1,1,CP099999.1_23,1
Cluster 685,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_42,1
Cluster 686,"",JAAOHU010000009.1,1,JAAOHU010000009.1_25,1
Cluster 687,"",SRIF01000015.1,1,SRIF01000015.1_92,1
Cluster 688,"",WSZK01000033.1,1,WSZK01000033.1_12,1
Cluster 689,"",CP084476.1,1,CP084476.1_70,1
Cluster 690,"",CP119801.1,1,CP119801.1_13,1
Cluster 691,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_9,1
Cluster 692,"",JAJCVI010000007.1,1,JAJCVI010000007.1_30,1
Cluster 693,"",LOAJ01000002.1,1,LOAJ01000002.1_68,1
Cluster 694,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_37,1
Cluster 695,"",QKNW01000002.1,1,QKNW01000002.1_33,1
Cluster 696,"",QKNW01000002.1,1,QKNW01000002.1_50,1
Cluster 697,"",AOLZ01000012.1,1,AOLZ01000012.1_4,1
Cluster 698,"",AOLZ01000012.1,1,AOLZ01000012.1_14,2
Cluster 698,"",CP019286.1,1,CP019286.1_55,2
Cluster 699,"",JAJCVI010000007.1,1,JAJCVI010000007.1_17,1
Cluster 700,"",NC_013748.1,1,NC_013748.1_43,1
Cluster 701,"",SJER01000008.1,1,SJER01000008.1_154,1
Cluster 702,"",CP099999.1,1,CP099999.1_20,1
Cluster 703,"",CP101158.1,1,CP101158.1_63,1
Cluster 704,"",CP031299.1,1,CP031299.1_18,4
Cluster 704,"",CP084476.1,1,CP084476.1_62,4
Cluster 704,"",JDTG01000019.1,1,JDTG01000019.1_91,4
Cluster 704,"",NC_013748.1,1,NC_013748.1_19,4
Cluster 705,"",CP100004.1,1,CP100004.1_20,1
Cluster 706,"",JAAOHU010000009.1,1,JAAOHU010000009.1_43,1
Cluster 707,"",NC_013748.1,1,NC_013748.1_7,3
Cluster 707,"",CP095494.1,1,CP095494.1_31,3
Cluster 707,"",CP099999.1,1,CP099999.1_43,3
Cluster 708,"",CP119801.1,1,CP119801.1_22,1
Cluster 709,"",JAJCVI010000002.1,1,JAJCVI010000002.1_556,1
Cluster 710,"",AOIR01000042.1,1,AOIR01000042.1_67,1
Cluster 711,"",CP031299.1,1,CP031299.1_37,2
Cluster 711,"",JDTG01000019.1,1,JDTG01000019.1_110,2
Cluster 712,"",CP099999.1,1,CP099999.1_21,1
Cluster 713,"",FNFE01000011.1,1,FNFE01000011.1_41,1
Cluster 714,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_6,1
Cluster 715,"",JAAOHU010000009.1,1,JAAOHU010000009.1_32,1
Cluster 716,"",JAJCVI010000007.1,1,JAJCVI010000007.1_37,1
Cluster 717,"",JAJCVI010000007.1,1,JAJCVI010000007.1_43,1
Cluster 718,"",JDTG01000019.1,1,JDTG01000019.1_76,1
Cluster 719,"",SRIF01000015.1,1,SRIF01000015.1_81,1
Cluster 720,"",FNFE01000011.1,1,FNFE01000011.1_28,1
Cluster 721,"",JAAOHU010000009.1,1,JAAOHU010000009.1_7,1
Cluster 722,"",RJJW01000001.1,1,RJJW01000001.1_48,1
Cluster 723,"",AOJE01000051.1,1,AOJE01000051.1_7,1
Cluster 724,"",AOLZ01000012.1,1,AOLZ01000012.1_43,1
Cluster 725,"",CP084476.1,1,CP084476.1_40,1
Cluster 726,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_43,1
Cluster 727,"",JAAOHU010000009.1,1,JAAOHU010000009.1_24,1
Cluster 728,"",JAAOHU010000009.1,1,JAAOHU010000009.1_29,2
Cluster 728,"",JAAOHU010000009.1,1,JAAOHU010000009.1_31,2
Cluster 729,"",RJJW01000001.1,1,RJJW01000001.1_16,1
Cluster 730,"",AOLZ01000012.1,1,AOLZ01000012.1_40,2
Cluster 730,"",CP019286.1,1,CP019286.1_29,2
Cluster 731,"",CP084476.1,1,CP084476.1_78,1
Cluster 732,"",Gairdner_NODE_107,1,Gairdner_NODE_107_length_49922_cov_74.384603_34,1
Cluster 733,"",KX687704.1,1,KX687704.1_6,2
Cluster 733,"",KX906370.1,1,KX906370.1_87,2
Cluster 734,"",NC_015659.1,1,NC_015659.1_76,1
Cluster 735,"",QKNW01000002.1,1,QKNW01000002.1_48,1
Cluster 736,"",CP101158.1,1,CP101158.1_101,1
Cluster 737,"",CP119801.1,1,CP119801.1_52,1
Cluster 738,"",FNFE01000011.1,1,FNFE01000011.1_49,1
Cluster 739,"",KX906370.1,1,KX906370.1_108,1
Cluster 740,"",NC_013748.1,1,NC_013748.1_5,1
Cluster 741,"",NC_013748.1,1,NC_013748.1_42,1
Cluster 742,"",AOLZ01000012.1,1,AOLZ01000012.1_45,2
Cluster 742,"",CP019286.1,1,CP019286.1_24,2
Cluster 743,"",CP101161.1,1,CP101161.1_3040,1
Cluster 744,"",FNFE01000011.1,1,FNFE01000011.1_4,1
Cluster 745,"",RJJW01000001.1,1,RJJW01000001.1_59,1
Cluster 746,"",AOIP01000022.1,1,AOIP01000022.1_9,1
Cluster 747,"",AOJE01000025.1,1,AOJE01000025.1_31,1
Cluster 748,"",JAAOHU010000009.1,1,JAAOHU010000009.1_22,1
Cluster 749,"",NC_015659.1,1,NC_015659.1_77,1
Cluster 750,"",CP019329.1,1,CP019329.1_51,1
Cluster 751,"",CP099999.1,1,CP099999.1_12,1
Cluster 752,"",AOIR01000042.1,1,AOIR01000042.1_28,1
Cluster 753,"",BBJN01000020.1,1,BBJN01000020.1_21,1
Cluster 754,"",KX687704.1,1,KX687704.1_2,2
Cluster 754,"",KX906370.1,1,KX906370.1_83,2
Cluster 755,"",CP119801.1,1,CP119801.1_20,1
Cluster 756,"",CP101161.1,1,CP101161.1_3044,1
Cluster 757,"",AOIR01000042.1,1,AOIR01000042.1_59,1
Cluster 758,"",CP031299.1,1,CP031299.1_1,1
Cluster 759,"",FNFE01000011.1,1,FNFE01000011.1_42,1
Cluster 760,"",Gairdner_NODE_167,1,Gairdner_NODE_167_length_41210_cov_9.888325_41,1
Cluster 761,"",JAAOHU010000009.1,1,JAAOHU010000009.1_40,1
Cluster 762,"",JDTG01000019.1,1,JDTG01000019.1_78,1
Cluster 763,"",SRIF01000015.1,1,SRIF01000015.1_86,1
Cluster 764,"",SJER01000008.1,1,SJER01000008.1_116,1
Cluster 765,"",CP019329.1,1,CP019329.1_50,1
Cluster 766,"",JAJCVI010000007.1,1,JAJCVI010000007.1_42,1
Cluster 767,"",LWLN01000003.1,1,LWLN01000003.1_7,1
Cluster 768,"",AOLZ01000012.1,1,AOLZ01000012.1_44,2
Cluster 768,"",CP019286.1,1,CP019286.1_25,2
Cluster 769,"",CP019329.1,1,CP019329.1_49,1
Cluster 770,"",SJER01000008.1,1,SJER01000008.1_153,1
Cluster 771,"",AOIR01000042.1,1,AOIR01000042.1_62,1
Cluster 772,"",BBJN01000020.1,1,BBJN01000020.1_53,1
Cluster 773,"",CP019329.1,1,CP019329.1_84,1
Cluster 774,"",FNFE01000011.1,1,FNFE01000011.1_10,1
Cluster 775,"",AOIR01000042.1,1,AOIR01000042.1_69,1
Cluster 776,"",AOJE01000051.1,1,AOJE01000051.1_45,1
Cluster 777,"",Eyre_NODE_236,1,Eyre_NODE_236_length_33155_cov_19.932_36,3
Cluster 777,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_18,3
Cluster 777,"",Frome_NODE_383,1,Frome_NODE_383_length_24936_cov_4.316346_10,3
Cluster 778,"",FNFE01000011.1,1,FNFE01000011.1_9,1
Cluster 779,"",JAAOHU010000009.1,1,JAAOHU010000009.1_28,1
Cluster 780,"",AOJE01000051.1,1,AOJE01000051.1_32,3
Cluster 780,"",KX687704.1,1,KX687704.1_13,3
Cluster 780,"",KX906370.1,1,KX906370.1_94,3
Cluster 781,"",CP101158.1,1,CP101158.1_97,1
Cluster 782,"",Eyresouth_NODE_101,1,Eyresouth_NODE_101_length_48437_cov_7.17035_34,1
Cluster 783,"",KX906370.1,1,KX906370.1_75,1
Cluster 784,"",AOIO01000049.1,1,AOIO01000049.1_79,1
Cluster 785,"",CP101158.1,1,CP101158.1_67,1
Cluster 786,"",JAJCVI010000007.1,1,JAJCVI010000007.1_40,1
Cluster 787,"",SJER01000008.1,1,SJER01000008.1_148,1
Cluster 788,"",CP099999.1,1,CP099999.1_24,1
Cluster 789,"",LOAJ01000002.1,1,LOAJ01000002.1_64,1
Cluster 790,"",SJER01000008.1,1,SJER01000008.1_117,1
Cluster 791,"",AOIO01000049.1,1,AOIO01000049.1_103,1
Cluster 792,"",CP100004.1,1,CP100004.1_30,1
Cluster 793,"",WSZK01000033.1,1,WSZK01000033.1_19,1
Cluster 794,"",CP095494.1,1,CP095494.1_66,1
Cluster 795,"",CP119801.1,1,CP119801.1_50,1
Cluster 796,"",SRIF01000015.1,1,SRIF01000015.1_94,1
Cluster 797,"",JAAOHU010000009.1,1,JAAOHU010000009.1_52,1
Cluster 798,"",SJER01000008.1,1,SJER01000008.1_118,1
Cluster 799,"",BBJN01000020.1,1,BBJN01000020.1_55,1
Cluster 800,"",JDTG01000019.1,1,JDTG01000019.1_70,1
Cluster 801,"",AOJE01000051.1,1,AOJE01000051.1_30,1
Cluster 802,"",FNFE01000011.1,1,FNFE01000011.1_43,1
Cluster 803,"",JDTG01000019.1,1,JDTG01000019.1_69,1
Cluster 804,"",LOAJ01000002.1,1,LOAJ01000002.1_76,1
Cluster 805,"",AOIR01000042.1,1,AOIR01000042.1_39,1
Cluster 806,"",LWLN01000003.1,1,LWLN01000003.1_1,1
